       ,-5.13,-0.293333333,11.6966722238
       ,-2.84,-0.759333333,2.1645868896
       ,-3.11,1.161,9.1207205
       ,1.01,1.0015,0.000036125
       ,-3.58,-0.821833333,3.8037416815
       ,-2.29,-1.43116667,0.3687973444
       ,-1.57,-0.516666667,0.5547555552
       ,-3.96,-0.225666667,6.972622721
       ,0.35,0.119333333,0.0266035556
       ,-0.68,-1.15266667,0.1117068905
       ,-0.87,0.184166667,0.5556336809
       ,-1.4,0.7105,2.227105125
       ,-4.62,-0.343333333,9.1449388903
       ,-4.5,-1.6905,3.946645125
       ,-0.51,0.479333333,0.4893902219
       ,-1.24,0.362166667,1.2834690144
       ,2.41,-0.0428333333,3.0081956805
       ,-3.04,-1.559,1.0966805
       ,1.37,0.5465,0.339076125
       ,0.18,0.102166667,0.0030290139
       ,0.34,-1.41016667,1.5315416864
       ,0.66,-2.00133333,3.5413475467
       ,-1.15,-0.421833333,0.2651133475
       ,-3.17,1.19916667,9.5448086951
       ,-3.55,-0.187666667,5.6526427211
       ,-2.04,0.029,2.1403805
       ,-1.37,0.733666667,2.2127067229
       ,-0.26,0.506333333,0.2936333886
       ,-3.29,-0.0863333333,5.1317400557
       ,-1.51,-0.420833333,0.5931420143
       ,-0.54,0.299833333,0.3526600136
       ,-1.84,0.804666667,3.4971308898
       ,-1.04,-0.1915,0.359976125
       ,1.8,-1.2305,4.591965125
       ,1.87,-0.101333333,1.9430775549
       ,-1.44,0.639166667,2.1614670146
       ,-3.29,0.0938333333,5.7251640138
       ,-0.05,-1.292,0.771282
       ,-1.07,-0.8045,0.035245125
       ,2.52,0.645333333,1.7571875562
       ,1.16,-0.399833333,1.2165400134
       ,-3.28,-2.77466667,0.1276808872
       ,-0.94,-0.756166667,0.0168973472
       ,1.47,0.840666667,0.198030222
       ,0.35,-0.879666667,0.756040056
       ,4.12,-0.5475,10.892778125
       ,0.32,0.383166667,0.0019950139
       ,-1.49,0.197333333,1.4235468883
       ,2.1,-0.013,2.2323845
       ,0.54,-2.163,3.6531045
       ,-1.01,-0.0298333333,0.4803633473
       ,-0.2,0.833666667,0.5342333892
       ,-0.61,-1.33633333,0.2637800531
       ,-1.17,-1.53466667,0.0664908901
       ,3.49,1.07666667,2.9120888808
       ,1.78,-0.0308333333,1.6395586805
       ,-0.2,0.569666667,0.2961933891
       ,1.06,-1.62033333,3.59209338
       ,0.67,-1.12333333,1.6080222162
       ,-0.98,1.28416667,2.5632253548
       ,-2.84,-0.2495,3.355345125
       ,-7.84,-1.567,19.6752645
       ,-3.19,0.0611666667,5.2850423473
       ,1.1,-0.0671666667,0.6811390139
       ,0.08,0.0653333333,0.0001075556
       ,4.31,-2.20233333,21.2052427005
       ,0.71,-0.209,0.4222805
       ,-0.99,0.462166667,1.0543940144
       ,-1.7,-0.708,0.492032
       ,-2.3,-0.897166667,0.9839706801
       ,1.27,0.464333333,0.3245493892
       ,-0.9,0.622,1.158242
       ,-3.42,0.5735,7.974021125
       ,-3,-1.40016667,1.2797333419
       ,-2.3,-0.0758333333,2.4734586806
       ,-0.48,0.344166667,0.3396253475
       ,4.06,-1.67083333,16.4212253281
       ,0.3,-0.835,0.6441125
       ,0.35,-0.0825,0.093528125
       ,0.01,1.5145,1.131760125
       ,-0.18,0.321166667,0.1255840141
       ,-2.87,-1.61566667,0.7866760514
       ,2.57,0.109666667,3.0266200547
       ,-0.47,0.8235,0.836571125
       ,2.67,-0.2365,4.223871125
       ,-3.49,-1.882,1.292832
       ,-3.97,-0.0565,7.657741125
       ,-1.51,0.613,2.2535645
       ,-4.05,-0.638,5.820872
       ,3.62,-2.577,19.2014045
       ,2.58,0.0678333333,3.1554906806
       ,0.71,0.0321666667,0.2297290139
       ,1.07,-1.07966667,2.3105333961
       ,0.06,0.448833333,0.0755956804
       ,1.95,0.0786666667,1.7509442222
       ,-2.52,-0.0681666667,3.0057433471
       ,-0.8,-1.8005,0.500500125
       ,-1.94,-1.85516667,0.0035983469
       ,-2.35,-0.3045,2.092035125
       ,2.47,-0.427666667,4.1982360565
       ,-2.93,0.216,4.948658
       ,-0.37,-0.456,0.003698
       ,0.71,0.525833333,0.0169586806
       ,4.6,1.0285,6.377806125
       ,-1.48,-0.163333333,0.866805556
       ,-1.04,-0.396666667,0.2069388887
       ,0,1.32866667,0.88267756
       ,-0.41,0.476,0.392498
       ,-4.08,-0.466,6.530498
       ,-3.2,-0.812166667,2.8508740131
       ,-0.55,-0.4325,0.006903125
       ,-0.37,0.183833333,0.1533656804
       ,-2.46,-0.427833333,2.0648506812
       ,1.03,0.163333333,0.3755555558
       ,-1.06,0.0505,0.616605125
       ,-1.35,0.239666667,1.2635200561
       ,1.34,-0.8655,2.432115125
       ,1.36,-1.38283333,3.7615673381
       ,2.62,-0.506666667,4.8880222233
       ,0.89,0.961166667,0.0025323472
       ,0.72,-0.590666667,0.858923556
       ,-1.03,-0.976333333,0.0014400556
       ,-2.6,0.692,5.418632
       ,0.51,0.324333333,0.0172360556
       ,-1.75,-1.92766667,0.0157827228
       ,-0.85,-0.936,0.003698
       ,-0.46,0.256833333,0.2569250136
       ,-2.33,0.577166667,4.2258090149
       ,1.89,-0.816,3.661218
       ,-1.73,-2.42833333,0.2438347199
       ,-0.26,-0.58,0.0512
       ,0.12,0.0118333333,0.0058500139
       ,1.79,1.06583333,0.262208683
       ,-1.76,-0.485666667,0.8119627218
       ,1.53,1.20666667,0.0522722211
       ,0.71,-0.860833333,1.23375868
       ,-3.74,-1.57283333,2.3483056878
       ,0.78,-2.19033333,4.4114400457
       ,0.44,0.261333333,0.0159608889
       ,1.86,0.126166667,1.5030890133
       ,-0.66,-0.717166667,0.0016340139
       ,-4.58,-0.370666667,8.8592435542
       ,-1.9,-0.649666667,0.7816667218
       ,0.5,0.1,0.08
       ,-1.76,0.0743333333,1.6823893888
       ,-2.34,0.130833333,3.0525086797
       ,-2.88,0.822833333,6.855487346
       ,-2.8,0.258666667,4.6777208899
       ,2.41,-0.904333333,5.4924027211
       ,-2.08,-1.00366667,0.5792467186
       ,0.52,0.0328333333,0.1186656806
       ,0.84,-0.9685,1.635336125
       ,0.76,-0.937666667,1.4410360561
       ,2.52,-0.986666667,6.1483555567
       ,2.45,-0.433166667,4.1563250148
       ,-0.26,-0.117,0.0102245
       ,-3.16,-0.3145,4.048435125
       ,-4.04,-0.312833333,6.9458856818
       ,-0.89,0.450666667,0.898693556
       ,-2.73,-0.196666667,3.208888888
       ,-1.17,-0.805333333,0.066490889
       ,0.53,-0.437166667,0.4677056809
       ,1.76,-0.211666667,1.9437347229
       ,1.84,0.575333333,0.7996908893
       ,-0.9,-1.33083333,0.0928086791
       ,1.9,-0.147,2.0951045
       ,-3.83,0.795833333,10.6991670123
       ,-3.24,0.767,8.0280245
       ,-0.87,-0.314166667,0.154475347
       ,0.11,-0.0758333333,0.0172670139
       ,-0.59,0.119833333,0.2519316803
       ,-2.55,-0.0266666667,3.1836055555
       ,-0.27,-0.275666667,1.60555574444446E-005
       ,-3.76,-0.993833333,3.8258390148
       ,1.86,0.312833333,1.1968623477
       ,-2.98,-0.2825,3.638253125
       ,-2.55,0.571333333,4.8713608878
       ,0.01,-2.0475,2.116653125
       ,0.77,0.335833333,0.0942503474
       ,-4.9,0.507166667,14.6187256824
       ,-1.5,-1.0835,0.086736125
       ,-2.6,-0.174166667,2.9423336797
       ,-2.13,-0.257833333,1.7525040145
       ,-2.29,0.142166667,2.957717348
       ,-1.46,-0.338666667,0.6286942218
       ,-0.51,0.556166667,0.5683556809
       ,3.19,0.0771666667,4.8448656805
       ,-0.33,0.0471666667,0.0711273472
       ,-1.93,-1.34333333,0.1720888908
       ,1.42,-0.142833333,1.2212240134
       ,0.07,1.39183333,0.8736216761
       ,-0.64,-0.0396666667,0.1802000555
       ,-2.83,-0.8225,2.015028125
       ,-5.33,-1.77433333,6.3213827341
       ,-2.27,0.411,3.5938805
       ,-2.43,0.179166667,3.4038753481
       ,-0.13,-0.948333333,0.3348347219
       ,0.4,0.390666667,4.35555524444445E-005
       ,2.34,0.120166667,2.4638300131
       ,1.13,-0.980333333,2.2267533882
       ,0.33,-0.9565,0.827541125
       ,-0.88,-0.824333333,0.0015493889
       ,-2.12,-0.357,1.5540845
       ,1.15,-0.797,1.8954045
       ,2.61,0.017,3.3618245
       ,-2.64,0.2495,4.174605125
       ,-1.76,0.595,2.7730125
       ,-0.37,-0.233833333,0.0092706806
       ,2.73,-1.43883333,8.6895856667
       ,2.27,-0.511666667,3.8688347231
       ,1.31,0.990666667,0.0509868888
       ,0.39,0.143833333,0.030299014
       ,-0.47,-1.3005,0.344865125
       ,1.99,-0.299,2.6197605
       ,0.57,0.490333333,0.0031733889
       ,-2.4,-0.4445,1.911990125
       ,-0.23,-0.884833333,0.214403347
       ,0.24,0.201166667,0.0007540139
       ,-3.9,0.195333333,8.3858775542
       ,1.28,-0.484,1.555848
       ,-0.08,-2.1395,2.120770125
       ,1.72,-0.815166667,3.2135350147
       ,0.54,0.432833333,0.0057423473
       ,2.29,-0.732166667,4.5667456816
       ,1.78,-1.04616667,3.9936090233
       ,0.9,-0.481166667,0.953810681
       ,-1.53,-0.104166667,1.0165003467
       ,-1.19,-0.513666667,0.2287133887
       ,1.61,-1.86166667,6.0262347338
       ,-2.81,-0.803,2.0140245
       ,-6.3,0.182333333,21.0103227201
       ,-3.46,-0.1295,5.546115125
       ,-5.46,-0.381333333,12.8964275572
       ,-2.04,-0.769833333,0.806661681
       ,-0.69,0.665833333,0.9191420134
       ,-0.43,0.409666667,0.3525200558
       ,0.71,-0.3525,0.564453125
       ,-0.5,-0.490833333,4.20138919444447E-005
       ,1.26,0.002,0.791282
       ,-0.36,-0.202,0.012482
       ,-3,0.412,5.820872
       ,-2.66,-0.769,1.7879405
       ,0.07,0.0426666667,0.0003735556
       ,0.4,0.314166667,0.0036836805
       ,-0.12,-0.0965,0.000276125
       ,-0.31,0.160166667,0.1105283474
       ,-1.6,0.4195,2.039190125
       ,-0.3,-0.311833333,7.00138849444445E-005
       ,1.14,-0.908666667,2.0985175562
       ,1.14,0.1725,0.468028125
       ,4.21,0.398166667,7.2650366793
       ,-3.7,-0.684666667,4.5461175546
       ,-3.74,-1.11966667,3.4330733802
,,,2.6074037708
