0.7203686556,0.848555832,0.8790227528,0.9792854538,0.7952018612,0.7574608901,0.7161375566,0.634534475,0.7948867844,0.6930894603,0.564622883
0.7879486024,0.7681926842,1.0150418711,1.0347366815,0.7080395469,0.8797357558,0.6603476357,0.6718586161,0.6185588088,0.7382885615,0.5667256832
0.718469206,0.662037008,0.7257472012,0.7591198851,0.6827840068,0.625203167,0.6549984733,0.6248943911,0.6534852714,0.5722508191,0.6091608983
0.6797403916,0.6852809643,0.6128711121,0.7113522334,0.5841301225,0.6420085669,0.6552724624,0.5427448756,0.7333396212,0.4796050458,0.5239045715
0.5807116324,0.484269553,0.485021649,0.5018386195,0.5310442543,0.5683722372,0.4849773191,0.6104744057,0.7151789986,0.5547891491,0.4751410317
0.4791742898,0.5950336125,0.4892156988,0.5112259774,0.6674998127,0.5903863142,0.6320450933,0.6211851576,0.5171112066,0.5118359112,0.4992354154
0.5559208577,0.6039213525,0.456939821,0.4915272119,0.5505442761,0.5273708373,0.5502135949,0.532629327,0.5223686438,0.5078149269,0.492985801
0.5459258191,0.5082568248,0.4759180602,0.5688154358,0.5886280659,0.5530506306,0.5351084002,0.5452953328,0.5888267997,0.5597034929,0.6283223695
0.6195990639,0.5911522646,0.5343762719,0.5539115453,0.6135421746,0.5417600945,0.5606068141,0.6223841258,0.5822490876,0.65910242,0.6219429234
0.4625581045,0.5547080313,0.5443188404,0.6866731391,0.5738623528,0.4837168593,0.5556401713,0.512297765,0.5904405135,0.6435751704,0.6792782935
0.5434878104,0.4442971978,0.6141718001,0.6027105441,0.6082918707,0.6955005392,0.5332822892,0.5345381184,0.5453888521,0.6337751967,0.6767599279
