82.495455363,79.1743157623,78.0858325663,75.132097989,79.3937677391,79.9085316257,80.3838817276,81.9829407944,76.6277846806,78.7664969077,81.8222775406
80.4206918584,80.7263393213,74.1914501155,73.1640624219,81.1951405176,76.0230631823,81.3766813646,80.2977603431,81.1486087797,76.5419367601,81.1375754496
81.5269495552,82.7420581277,80.7788279805,79.4214404999,81.0926056811,82.2557690004,80.8264694397,80.9349910151,79.2667836487,81.0471246717,78.9259817244
81.6901229328,81.2108178781,82.8474205811,79.705977081,83.011090625,80.9986565494,80.0558081335,82.785884377,75.6941625977,83.2922919951,80.9000479868
83.3483059414,85.7751792623,85.426068217,84.6762807731,83.6136008306,82.2316293865,84.4377341579,79.7049018145,75.0911969468,79.607752185,81.6317492705
85.3045757329,81.1072916426,84.0039999364,82.9872290946,77.6893241207,80.1196566704,78.1657906938,77.5969897674,80.6807024486,79.9736143645,79.6860092647
81.7744718093,79.4542218525,83.876983745,82.0479669804,79.3875537404,80.8599216418,80.3090201967,78.6693494116,78.3802174291,78.6232878323,78.851501073
80.6650958126,81.4043024895,82.0146103774,77.6070752204,75.9335335011,77.2373885677,77.6636750752,75.5302915557,73.6595062298,75.1256140889,72.1704824059
76.0505027709,76.4282076942,78.0736529848,76.3541127179,72.605755409,74.7314999532,73.2630539729,70.3546775441,72.772598037,69.9650174153,72.0892327819
80.3462573784,75.7830892924,75.626363324,68.2809301943,72.5768004025,76.321099585,72.6385695324,74.8717561287,71.44225723,69.3547771766,68.2399506736
74.3791321366,78.680924706,70.0067810418,70.1483549048,69.4924962371,64.6798500038,72.6911084223,72.530220354,71.8245202355,67.2075082709,65.3386054042
