59.1505153097,60.4906277471,65.0378893741,60.9541700701,60.6214859222,53.0300172096,58.6635906796,61.4873438436,55.7006706147,52.7135629552,62.5790563867
59.4679825784,63.7598513876,58.3087828528,63.0012178199,55.4763717057,64.1212624758,56.6053743702,52.728872302,62.5344547393,52.3954429406,51.7262838624
61.6414126302,62.8716816806,57.0175595259,61.3309580049,54.4007605088,59.4974206021,63.1983405005,66.8038308242,54.3497024523,59.738783376,55.0651646091
63.4069252683,59.3712521209,65.4596023578,57.8977076913,60.3455897979,59.8829821862,64.0037588425,64.0005380276,64.1563275919,55.2521136138,50.5199033541
62.2632633021,68.7226197969,64.0477368838,57.8045819165,53.1639210241,57.9271259038,64.3641382494,56.5284399525,49.614158929,50.4740154406,47.6032923022
60.1085578775,58.0103816814,45.6123901907,63.3887825339,63.9142954374,57.1373421339,60.2828483524,51.6704866314,52.6346588583,40.4751347129,50.1859074011
53.2868234353,43.3191510877,52.0265187363,52.9431557457,59.4241230788,54.2878463007,44.5493329379,35.8792518717,55.5997271299,45.3407210072,45.8348573295
42.3653725847,45.3256571548,53.6932347121,58.6316425048,44.8055035964,49.6058360725,57.377659485,46.7438627124,60.0056392134,45.1762040483,45.047518893
51.6900212184,45.8312970117,50.5400977648,55.8220591064,50.6528085777,68.5198208275,53.6511976198,49.8617650856,42.9730202299,45.2673393915,63.5996136466
62.1207367343,62.1959794131,60.4618305108,61.3641631132,54.0778957748,54.4356075943,56.2302614322,57.9093892012,63.7068026077,55.9886420466,61.0523200618
69.867934722,68.4605894546,68.7526478467,62.0278536931,68.4607279437,69.5240369038,66.8022718033,71.8090697754,72.6703284573,74.0907830999,71.5613365675
